qid,uid,label
efdeb1d97e0809916af4e3d652dd9b14,83529c06916cda6c82f10b746d89b79c,0.995634919267
1fb3191c9a2e4333b7939fc488db71d1,541cf3902586b34683396187b2f995a3,0.885923643325
8140f39fe91d1eb086917d5ae5783baf,541cf3902586b34683396187b2f995a3,0.89158919012
0a97b465307b754a7b9376867121828e,541cf3902586b34683396187b2f995a3,0.886242046905
f63fea6529ad4e98d9a2b6b2de78759e,541cf3902586b34683396187b2f995a3,0.894477375363
7fc7e9c1a1b031a441d85e582b7f14fe,541cf3902586b34683396187b2f995a3,0.892231774157
dc4bbfe7a03b77116f5d19126b97cc41,541cf3902586b34683396187b2f995a3,0.891610450505
32869861c213b6581d981a06af21f9b3,541cf3902586b34683396187b2f995a3,0.89709714373
ff8d5bafa882b6d96b26500ad3b0ec5e,541cf3902586b34683396187b2f995a3,0.888619245149
522d05141cf3b807e17c3095acf48198,f42a1e76ed2ab59ed668b2d31c3232dd,0.836305335989
ff03486300fcf249b6fc5d88726b03f4,72c99cecdcac400ee478003e9eba76f8,0.997832677599
ebc39f3e10eb15e72425723776f01967,18bd7cee907867cad3b50011fa02fab6,0.975605909608
dcd2e013a91145a4370da80656d8b261,e648e6ed5ca749c8da48467169f263df,0.997664666588
9255ebde1cfffa535cfea1e98caf3f27,c4495e03a36a070f14b6cb3abfd20d44,0.997776411906
58b2e77265859e3bde1d55bee87f7a01,8fab3f3b6218b590adf38042c0c2cf4e,0.974168853118
ac9e78298c7621e214bd9bece364983c,1ff1de774005f8da13f42943881c655f,0.99770172011
71aa4cdd6b13d27f1e9980a323c8b93f,1ff1de774005f8da13f42943881c655f,0.997696921523
6f0a1fe98d9efdc3d2a0e4d42178b7ab,1ff1de774005f8da13f42943881c655f,0.997642917544
605f323f53b76dcb6b2b7e34f1ebcf1c,1ff1de774005f8da13f42943881c655f,0.997784620793
74e6cfd333712ae224091d22b3ac5ac1,1ff1de774005f8da13f42943881c655f,0.997714184434
26d118ae68ed1a25bf687fc8583aedcd,d744a3b9577e55fe48d6a208b457c68a,0.997843336923
1ff41e1314f6f32e982922e74a7ccc66,d744a3b9577e55fe48d6a208b457c68a,0.997870505947
11548824c1f876fdcaf3ac1e81594f0e,d744a3b9577e55fe48d6a208b457c68a,0.997837109369
d7777c477211a91893a689c60d9dbec2,89805b13e45db83e718df87f3a52cff6,0.997707347191
3a82096e78a7e303af537b6b28aea727,67a6babbf28b16a448a9db2f6f5cbfb1,0.967442754199
eaacc622cf903833dac2dd6a33defd35,a54d15b415df6632a850a6e0de957859,0.947994365488
eb2b5cd0709743df6edb95b8a0dffb24,8ee9ae39abe52f9f2e37f822a7fe1f39,0.992467221221
fcd0e8fba453b9f3e259033bfca3bd85,8db9b9bfb7084f875f8f5bbfe7055a41,0.594968817697
142ff74ae1e4671627b4ee7e6a12ce6a,8db9b9bfb7084f875f8f5bbfe7055a41,0.628805245187
549cef934d26187a0d7c8eb6008198e6,9912c6b998c5faee460aa30c97d412bf,0.966497794776
4484b111cef5086fba022b00e2561ba1,e744b0759cfdba7649f2e48d1ca71c11,0.997704194549
a2d0dc2db3333c32f4850b797306c0a9,5ae9c949c16e64e9cd65b6e67651eaf9,0.52693938581
ad7a6667ddf8afff2f5e73e1ffeeda01,5ae9c949c16e64e9cd65b6e67651eaf9,0.524342917249
d9e79e90f900e9d31d2a5c5e7c6787f3,5ae9c949c16e64e9cd65b6e67651eaf9,0.508330236785
354c5af6042ac8de57ed3df163283184,5ae9c949c16e64e9cd65b6e67651eaf9,0.516320769532
25fbe95b67a2ea619202dc68156a6ba8,5ae9c949c16e64e9cd65b6e67651eaf9,0.509910947878
2c0b37d0bc308884755803470afde4c8,5ae9c949c16e64e9cd65b6e67651eaf9,0.517540848789
8f36cfc717dc2aa126bcb88372fa026d,5ae9c949c16e64e9cd65b6e67651eaf9,0.509903588965
bff3f7792a94a4ae10655686e6aa934b,35cf994245c6500310ef7968f2c03f23,0.997763763949
9fa2e309dafb3753375373c07dee9296,35cf994245c6500310ef7968f2c03f23,0.997809629958
9958af5b81a8644bdf06f88950dab361,33ad12169129a98a80ec1da644573263,0.996574524358
ae4c2fdc375480d19f465b7934746411,33ad12169129a98a80ec1da644573263,0.996578394674
1af49ec4f7ccbce6858cd0770f02adaf,33ad12169129a98a80ec1da644573263,0.996611282467
ab6e542e519e85393f352eb2181f7b5f,33ad12169129a98a80ec1da644573263,0.996427847856
506d5b7559b119ba667cf75358d76f12,e97a1b8b55fe62ae7874b5ecea4e6277,0.993727289285
4c65bf1cb527d154bdb69acf6599fa4e,e97a1b8b55fe62ae7874b5ecea4e6277,0.993495044482
10fd1b1eec1218b82c9e3ff8c47bbdc2,e97a1b8b55fe62ae7874b5ecea4e6277,0.993761785368
9e3142abcaf30ef91dfae12d364186a0,d0997cd4f70643021e2c3a1499812f7d,0.442401023508
f85e56dffed326ba92d412980bbc9365,76123d0c44382383a38053ada2f4ff8c,0.99667233686
76e848a0e32aa2081fa467601ad5f706,76123d0c44382383a38053ada2f4ff8c,0.996811252416
b79afaea22d598f3e995398c40ef803c,76123d0c44382383a38053ada2f4ff8c,0.996939520556
1c81a05cf6a2c33ca7b14a301c0765d5,76123d0c44382383a38053ada2f4ff8c,0.996852262662
4ceab610c2f4028cd4f4cf83e2462f88,c5022c41c9567d6bd976ac4642ebc3b4,0.996440661037
5b75cbd65fc71982138d74c3e55a2afe,3bff1bc57590f1b8b685b1100d7b350c,0.995942773787
ff55fc16b9c4a5a78f311b32092abac9,36f5cb875d4babc9c6e2def07a577d52,0.997031811183
c30aeaf420bb889d058a69e353a765a5,ae8f40ef317e788c3fd50817152ac595,0.0369926000767
506cda6ce6f9467a57fa8d88461721f3,8b80a5285eea2fe03e66f984bdc5ab4e,0.998023973964
e5ac3b7eb3ac87e939a4a176f40162d5,8b80a5285eea2fe03e66f984bdc5ab4e,0.998026257318
ddecb3122a297fe4c31fb2146e44e2ec,fa75805865d531ae5f9788c702a21715,0.65848781058
2f2f617f6a9af9d28564691ff7787f00,fa75805865d531ae5f9788c702a21715,0.65978236392
3913bc5b0189c8f4bef2100f14e7e9cb,73ecdeaca322c1b31df60c3b13f9e84b,0.99766820119
3723c26b1c3857b12d61f80f5c57b89d,6b3af175ca8ebff5bd8c59b586804285,0.997616531015
2cf9f3229a74a1c4d06bb800743d24e9,86e19d487510f8bb81c7bd069a437ff4,0.996351045889
1a8d5bc46faba6483009db74a66a888c,716d8ad921ec173340391341326f6d7b,0.95512099167
7abc00a40851ee93983462a9dba3464b,716d8ad921ec173340391341326f6d7b,0.804353256047
69a017fb7e5a02a803e808c3c281c602,8dbfedada02107caeafefb1f974d05b2,0.997701290375
34f07a59752822103c92018ffcce6042,df82230205594526276c20af575b14b7,0.975084872931
16da31f3b9d32fe5cfd4f9ad3a140de5,8dbfedada02107caeafefb1f974d05b2,0.997679668368
14293b550389354920ddbdfc6f81bbda,8dbfedada02107caeafefb1f974d05b2,0.997670628808
ecab3d53fdf9171fee66c4a3664844bf,8dbfedada02107caeafefb1f974d05b2,0.997874438547
1ff6ce0d8f1691fb18da1abb961cb58f,876ca2037f74a5194b394a7f0cca4818,0.0962959919878
26d118ae68ed1a25bf687fc8583aedcd,3b1da16562884a81d4f17b68ec774982,0.996721040605
45ad28afb0150d238733390affabedac,25986a7d34e948f9130cb79aea3918c1,0.994752043067
5f568d9b1510061ae4fbe8db60d889f8,c14060bfc04b377688bf31249a07f265,0.918713601955
51313a484adc877b3d77f44010b163a6,e5ca8929115d55769cdaa2b9db549f26,0.991207198524
2c0b37d0bc308884755803470afde4c8,017ac1aa57099c649564dfc4fccf227f,0.997478056533
87567557546322150a16e9cac9ff8cf9,eb4fd90c51f07a07451fb8a722199076,0.997652649961
0aefff8b2889c76306eb30bbe1d7f0e1,705985fe09c1557eb7e532ff0f474a05,0.975355492277
3d79caed02245bd24c4d9f13c3f982f0,a1b7aa633df31efc6e54503c1dc7e96a,0.997560955142
76d24a6d3f7a2229fbdfedded5efb0eb,96054fda2e3dbe3b254d969a2942c269,0.997733228677
cbccefb6f7c83e52303a2ed9f946a66c,96054fda2e3dbe3b254d969a2942c269,0.997795538445
91f030e3b9a01cd393119d537b4808e5,96054fda2e3dbe3b254d969a2942c269,0.997760075088
f6782343536f97a5fb0bf77ccda84e18,1c53f7b948c0e1cbe16de6b9cede7f1a,0.997752324177
44ba2252e2f5690dd160bfad81133ba3,65cddf5d4cfa6f057ffd7e6d77acbf29,0.994761748148
98e6d22381d2bc297a797a32b0138eb7,a07e4754576bcd597837e6020445b3ec,0.99730172562
f537bb31b06372a3e5a60865bf03fbe8,a07e4754576bcd597837e6020445b3ec,0.997278500739
3f9cac3041972b770873886fbab94010,a07e4754576bcd597837e6020445b3ec,0.997307036092
07f526dc845cb32b27cfa67f1fcb9515,a07e4754576bcd597837e6020445b3ec,0.997271993069
a51e6a120619a8713fd23031c80adf12,a07e4754576bcd597837e6020445b3ec,0.997204899382
aebb949ccbcdcc52c16e5573a73c378f,a07e4754576bcd597837e6020445b3ec,0.997250230338
3208190ab82b7621a7d9c6d3ab8687a1,23ab9062fe7038c7e8dd3868579200e0,0.974888412625
